No,DealerCreatedTime,Point,ZanCount,QQhref,Longitude,Latitude,DealerGuidId,Medal,IS_E,DealerId,Name,DealerTag,Rate,SalesPhone,Address,Website,Email,Summery,ShareToMicroBlog,TianMaoWebsite,CheBaBaWebsite,province,city
J0408,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,106.486721,29.755578,e98bebba-d2c3-4a9f-8e4d-e1d574b555f7,,False,,重庆东风南方渝东,,0,023-68236777,重庆市北碚区蔡家组团B分区B35-1/03地块,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/chongqing/chongqing/chongqingdongfengnafangyudong,chongqingdongfengnanfangyudong@dfl.com.cn,,,,,重庆市,重庆市
J0407,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=731671182&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,106.53099,29.41193,3852d530-078d-4d08-9a5a-f1aa7aedf848,,False,,重庆东风南方渝发,,0,023-62555511,重庆市巴南区龙洲湾龙洲大道176号（巴南区公安分局上行800米）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/chongqing/chongqing/cqyfa,731671182@qq.com,,,,http://www.chebaba.com/dealer_S2015072201058.htm,重庆市,重庆市
J0402,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=1065425404&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,106.466242,29.53297,cc46a21f-71e9-4dc0-a3bb-2e47011536b5,,False,,重庆东风南方渝兴,,0,023-68888990,重庆市九龙坡区石新路220号（巴山车管所对面）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/chongqing/chongqing/cqyxing,chongqingdongfengnanfangyuxing@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210478.htm,重庆市,重庆市
J0401,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=196762238&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,106.53316,29.591625,ed8cdf2a-5971-4b74-ba72-c8b6fdfcc5ba,,False,,重庆盛泰,,0,023-89115566,重庆市渝北区红锦大道16号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/chongqing/chongqing/cqstai,chongqingshengtai@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210343.htm,重庆市,重庆市
J0405,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=344136177&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,106.56583,29.63893,ebcdea07-cf3e-47c8-8f0d-8bea8badb69d,,False,,重庆都灵,,0,023-67468711,重庆市北部新区金渝大道88-2号 （重庆汽博中心B区）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/chongqing/chongqing/cqdling,Chongqingduling@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210433.htm,重庆市,重庆市
J0406,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=165285716&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,108.40696,30.777417,42d6b34a-9882-495c-b7de-c2fab9a63905,,False,,万州盛泰飞骏,,0,023-85731618，023-85731619,重庆市万州区沙龙路三段三牧工业大厦,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/chongqing/chongqing/wzstfjun,165285716@qq.com,,,,http://www.chebaba.com/dealer_S2015072210682.htm,重庆市,重庆市
J0403,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2417282567&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,106.572614,29.524092,b852ae97-42d9-4e7f-8b51-2767d5f1a293,,False,,重庆商社西星,,0,023-62603333，023-62601111,重庆市南岸经济技术开发区海峡路111号（四公里立交向鹅公岩大桥1000米处）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/chongqing/chongqing/cqssxxing,chongqingshangshexixing@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210388.htm,重庆市,重庆市
J0410,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,107.381617,29.709665,f771903b-a1ad-436f-8f3c-0d9be04ec526,,False,,涪陵商社文化,,0,023-72200088,重庆市涪陵区兴华西路36号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/chongqing/chongqing/flsswhua,fulingshangshewenhua@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072201332.htm,重庆市,重庆市
G2806,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,119.257768,26.060092,7d263c9c-d4ff-42ec-bac3-34cd2138d14a,,False,,福州汇京金山,,0,0591-38292888,福建省福州市仓山区建新北路146号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/fujian/fuzhou/fzhjjshan,fuzhouhuijingjinshan@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072201277.htm,福建省,福州市
G2805,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=970967933&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,119.316369,25.731558,ba4a1d43-65d4-46c2-aa34-c851cf9ab53f,,False,,福清华盛,,0,0591-85361122,福清市石竹街道跃进村（福耀玻璃厂福厦路旁）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/fujian/fuzhou/fqhsheng,381308775@qq.com,,,,http://www.chebaba.com/dealer_S2015072210690.htm,福建省,福州市
G2802,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,119.35133,26.089981,4b9b9f55-4ef5-4554-9a62-f2244d0f1942,,False,,福州中升福新,,0,0591-88875888,福州市福新东路361号（新亚太汽配城内）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/fujian/fuzhou/fzzsgyda,fuzhouguangyuda@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210211.htm,福建省,福州市
G2803,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=992406689&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,119.361974,26.006803,44f2f6e5-9945-49d5-a828-74519004a7d4,,False,,福州中升福裕,,0,0591-88527777,福州市仓山区福峡路755号（市车管所旁）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/fujian/fuzhou/fzzshfyu,Fuzhouhuayu@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210291.htm,福建省,福州市
G2807,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,119.309175,26.14556,a07651c1-a0f9-4c1a-b2c6-1b8f86c6587e,,False,,福州汇京福飞北,,0,0591-28065888,福州市晋安区新店镇龙头路108号（绕城高速入口旁）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/fujian/fuzhou/fzhjffbei,fuzhouhuijingfufeibei-dmc@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072201356.htm,福建省,福州市
G2801,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=159591890&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,119.357519,26.026925,6950545f-cfab-4c25-aca6-b119df36996e,,False,,福州中升福瑞,,0,0591-83539376,福州市仓山区后坂盖山投资区高旺路8号（丰泉环保仓山科技园内）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/fujian/fuzhou/fzzshrui,fuzhouhuarui@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210251.htm,福建省,福州市
G2823,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=295958893&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,116.961857,25.106962,bc4f776f-2d03-40cf-a26f-797513f1f85c,,False,,龙岩汇京龙兴,,0,0597-5371000,福建省龙岩市新罗区龙门镇物流大道305号西侧,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/fujian/longyan/lyhjlxing,295958893@qq.com ,,,,http://www.chebaba.com/dealer_S2015072210736.htm,福建省,龙岩市
G2817,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=1542411383&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,117.057454,25.130174,bb707917-2149-4e3b-88c4-439ddce5e78d,,False,,龙岩佳和,,0,0597-2891558,福建省龙岩市新罗区东兴路213号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/fujian/longyan/lyjiahe,longyanjiahe-dmc@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210436.htm,福建省,龙岩市
G2821,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=441580790&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,118.319822,27.031211,33e17786-1922-4dc9-870e-b7af04d0c0a8,,False,,南平福鑫,,0,0599-3731158,福建省建瓯市水西路271号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/fujian/nanping/npfxin,nanpingfuxin@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210622.htm,福建省,南平市
G2819,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=23734921&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,119.568748,26.647248,07cef748-5d24-44fe-b514-bc7ae30c2f80,,False,,宁德和信东侨,,0,0593-2995888,福建省宁德市东桥开发区万安南路东风日产专营店,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/fujian/ningde/ndnfang,ningdenanfang@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210481.htm,福建省,宁德市
G2818,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=80553361&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,119.048674,25.472728,e1826cca-3883-4dde-9c95-1fe9f45f1eed,,False,,莆田华宝,,0,0594-2939966,莆田市荔城区西天尾镇涵西大道899号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/fujian/putian/pthbao,putianhuabao@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210597.htm,福建省,莆田市
G2815,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=165454177&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,118.573321,24.796143,b21efbf8-338a-4d1f-adff-9670d8777248,,False,,晋江汇京豪信,,0,0595-86771666,晋江市泉安南路福埔新华都广场旁（海事局对面）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/fujian/quanzhou/jjhjhxin,jinjianghuijinghaoxin@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210336.htm,福建省,泉州市
G2820,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2246424527&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,118.645598,24.928291,608752a5-9a6a-4061-b23d-72a8c31db0bc,,False,,泉州汇京亿兴,,0,0595-86730999,福建省泉州市丰泽区城东老火车站对面（华大方向）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/fujian/quanzhou/qzhjyxing,Quanzhouhuijingyixing@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210426.htm,福建省,泉州市
G2828,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,118.603531,24.775438,dccb129f-913f-4d82-970e-00172a6b5fb4,,False,,泉州汇京亿利,,0,0595-36000001,福建省晋江市新塘街道上郭天桥旁东风日产汇京亿利专营店,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/fujian/quanzhou/qzhjyli,quanzhouhuijingyili@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072201354.htm,福建省,泉州市
G2812,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=1678214266&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,118.558468,24.880059,8b24b138-e83a-42f8-9676-54de4b09ab4f,,False,,泉州汇京银河,,0,0595-86738000,泉州清濛经济开发区福厦路吉泰路交叉口（奥林匹克花园斜对面）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/fujian/quanzhou/qzhjyhe,quanzhouhuijingyinhe@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210381.htm,福建省,泉州市
G2825,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=290314396&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,118.241277,25.052399,071a32e0-0001-4106-8841-4becbda52a5e,,False,,泉州汇京友联,,0,0595-36115888,泉州市安溪县城厢镇涝港开发区友联汽车城（茶都往泉州方向2公里）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/fujian/quanzhou/qzhjylian,290314396@qq.com,,,,http://www.chebaba.com/dealer_S2015072210752.htm,福建省,泉州市
G2822,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=243897683&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,117.656262,26.301237,fb9070f2-6619-47ea-a084-6a80c61aa222,,False,,三明中升华荣,,0,0598-8666999,福建省三明市梅列区翁墩物流工业园区,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/fujian/sanming/smhrong,sanminghuarong@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210664.htm,福建省,三明市
G2831,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,118.148042,24.708297,2735fc8e-cc1e-42a2-9352-31fa5dc11acb,,False,,厦门塞尔福和顺,,0,0592-3211777,厦门市同安区集安路787-789号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/fujian/xiamen/shamensaierfuheshun,xiamensaierfuheshun@dfl.com.cn,,,,,福建省,厦门市
G2830,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,118.155265,24.523358,bebd9831-8f8c-4a6b-ac7f-5a1afc0d0209,,False,,厦门塞尔福金湖,,0,0592-5761788,厦门市湖里区金湖路5号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/fujian/xiamen/SHAMENSAIERFUJINHU,xiamensaierfujinhu@dfl.com.cn,,,,,福建省,厦门市
G2829,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2530052646&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,118.020237,24.494555,56c2e82c-9962-4d89-b1d7-efc7830332e2,,False,,厦门瑞荣嘉诚海沧,,0,0592-3206666,厦门市海沧区马青路1233-3号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/fujian/xiamen/xmrrjchcang,xiamenruirongjiachenghaicang@dfi.com.cn,,,,http://www.chebaba.com/dealer_S2015072201071.htm,福建省,厦门市
G2827,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=673808912&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,118.134496,24.556007,fe8561ce-7be4-4222-b985-9a3e36c52797,,False,,厦门塞尔福滨海,,0,0592-3215111,福建省厦门市湖里区现代物流园区机场北区航空港物流园区A3之十（定损中心旁）,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/fujian/xiamen/xmsefbhai,676217562@qq.com,,,,http://www.chebaba.com/dealer_S2015072201048.htm,福建省,厦门市
G2813,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=12681881&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,117.81025,24.453059,cb945802-9ac5-4b43-abfd-e4085a8ac11a,,False,,漳州聚力,,0,"0596-2131666 , 0596-2131010",漳州市迎宾大道蓝田工业开发区横一路中段店面,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/fujian/zhangzhou/zzjli,zhangzhoujuli@fengshenmotor.com ,,,,http://www.chebaba.com/dealer_S2015072210391.htm,福建省,漳州市
G2826,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2815742897&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,117.704037,24.537173,bc4dcab1-9f80-487b-b254-2e2845e8e409,,False,,漳州聚力合兴,,0,0596-5011888,漳州市龙文区蓝田经济开发区北一号路,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/fujian/zhangzhou/zzjlhxing,,,,,http://www.chebaba.com/dealer_S2015072210790.htm,福建省,漳州市
C1316,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2982171389&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,104.644283,35.551067,76d90363-8b57-452a-9b76-293f6f30a2f1,,False,,定西恒信东顺,,0,400-872-9667,甘肃省定西市安定区南川经济开发区向南500米定西恒信日产专营店,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/gansu/dingxidiqu/dxhxdshun,2982171389@qq.com,,,,http://www.chebaba.com/dealer_S2015072201092.htm,甘肃省,定西地区
C1311,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=308686075&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,98.426859,39.767899,24f0acce-cae4-482b-90f9-078e1183fc4d,,False,,酒泉良志,,0,0937-2855180,酒泉市肃州区西郊工业风光大厦向东800米,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/gansu/jiuquan/jqlzhi,nissan0937@163.com,,,,http://www.chebaba.com/dealer_S2015072210737.htm,甘肃省,酒泉地区
C1302,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=29847995&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,103.870616,36.075907,a1b45ebb-fba3-46ae-87cd-b6d8738bff1a,,False,,兰州良志,,0,0931-8507611,甘肃省兰州市城关区天水北路良志嘉年华一期南侧良志汽车城,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/gansu/lanzhou/lzlzhi,29847995@qq.com,,,,http://www.chebaba.com/dealer_S2015072210259.htm,甘肃省,兰州市
C1303,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=1811411251&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,103.652869,36.133943,d4086802-4637-4ecf-ba15-261a3bbf886a,,False,,兰州泰华,,0,0931-2144666,甘肃省兰州市西固区环形东路296号,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/gansu/lanzhou/lzthua,,,,,http://www.chebaba.com/dealer_S2015072210909.htm,甘肃省,兰州市
C1301,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=610361261&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,103.832953,36.11882,942c1e53-1bc4-4486-9eb3-3a252194fe64,,False,,兰州鑫通,,0,0931-2331999,甘肃省兰州市城关区北龙口永新化工园区路口,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/gansu/lanzhou/lzxtong,lanzhouxintong@fengshenmotor.com,,,,http://www.chebaba.com/dealer_S2015072210299.htm,甘肃省,兰州市
C1215,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,103.22749,35.56855,4ebfe77b-f47d-4773-b987-1d74cccdbe18,,False,,临夏环球万腾,,0,0930-6667111,临夏市南龙镇马家庄牛津河大道中段,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/gansu/linxia/lxhqwteng,linxiahuanqiuwanteng@dfl.com,,,,http://www.chebaba.com/dealer_S20151029696556.htm,甘肃省,临夏市
C1315,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2864037069&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,106.767059,35.517208,dbe4e9ce-e1bb-4f89-862e-e60fd0afcc66,,False,,平凉恒信东顺东湖,,0,0933-8695550,平凉市工业园区东一路,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/gansu/pingliangdiqu/plhxdsdhu,1744693304@qq.com,,,,http://www.chebaba.com/dealer_S2015072201094.htm,甘肃省,平凉地区
C1317,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,107.628219,35.772275,58d81c12-ce00-4b7b-9ae1-9583a3704995,,False,,庆阳良志陇东汽车城,,0,0934-8668688,甘肃省庆阳市西峰区西环路北段陇东汽车城,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/gansu/qingyang/qylzldqccheng,qingyangliangzhilongdongqichecheng@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072201303.htm,甘肃省,庆阳地区
C1313,/Date(-62135596800000)/,,0,tencent://message/?Menu=yes&uin=2650078656&Site=ebuy.dongfeng-nissan.com.cn&Service=300&sigT=45a1e5847943b64c6ff3990f8a9e644d2b31356cb0b4ac6b24663a3c8dd0f8aa12a595b1714f9d45,104.138766,36.519661,5b516d78-02c7-4418-9038-317b4c4d186a,,False,,白银恒信东顺,,0,0943-8836777,甘肃省白银市白银区中小企业创业基地,http://www.dongfeng-nissan.com.cn/DFLOffical/dealer/nissan/gansu/silver/byhxdshun,baiyinhengxindongshun@dfl.com.cn,,,,http://www.chebaba.com/dealer_S2015072210991.htm,甘肃省,白银市
