code,name,type,address,postcode,fax,tel1,telservice,tel24,hasImport,email,callcenter,blacklist,lng,lat,星级数量,星级级别,信用积分,点评数,推荐率,推荐数,服务态度,服务同城,服务水平,办事效率,办事同城,办事水平,专业技能,专业同城,专业水平,诚信可靠,诚信同城,诚信水平,好评率,好评数,差评率,差评数
3050301,巨鹿县德众汽车贸易有限责任公司,直营店,河北省巨鹿县县城建设街西侧,555000,0319-4238480,/,0319-4092222,0319-4322688,0319-4238480,401759384@qq.com,0319-4322688,0319-4238480,115.058886,37.278674,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2050302,邢台盛华汽车贸易有限责任公司,4S店,河北省邢台市邢台县迎宾路中段,054001,0319-3229890,/,0319-3216666,0319-3210222,0319-3229890,svw0229@china.com,0319-3210222,0319-3229890,114.6773526,37.4788258,5,1,519,569,98.94,563,10,0,空,9.87,.17,下,10,0,空,9.87,.37,上,91.56,521,.17,1
2050402,保定市天择汽车销售服务有限公司,4S店,河北省保定市北市区龙飞路民营科技园内,071000,0312-5999021,/,0312-5999016,0312-5999020,0312-5999021,2880179690@qq.com,0312-5999028,0312-5999021,115.572795,38.881695,3,2,1082,1229,98.53,1211,9.91,.08,下,9.79,.51,上,9.87,.6,上,9.87,.13,下,89.66,1102,.81,10
2050405,涿州中煤地亨达汽车销售服务有限公司,4S店,河北省保定市涿州市范阳西路17号,072750,0312-3632623,/,0312-3684444,0312-3685555,0312-3632623,svw0220@heinfo.net,0312-3685555,0312-3632623,115.972292,39.491162,2,2,973,1039,99.42,1033,10,.73,上,9.33,4.22,下,8.66,11.72,下,10,1.1,上,93.64,973,0,0
2050406,定州奥达汽车销售服务有限公司,4S店,河北省保定市定州市兴定路2号(市交警大队东侧200米),073000,0312-2319388,/,0312-2333777,0312-2312568,0312-2319388,svwdz@sina.com,0312-2312568,0312-2319388,115.004221,38.532101,5,1,422,463,98.27,455,10,.73,上,9,7.64,下,10,1.85,上,10,1.1,上,92,426,.43,2
2050407,保定市聚合汽车维修有限公司,4S店,河北省保定市新市区三丰西路466号,071051,0312-3227667,/,0312-3227777,0312-3226023,0312-3227667,svw0202@yeah.net,0312-3226023,0312-3227667,115.465267,38.853545,1,2,789,819,98.9,810,10,.73,上,10,2.61,上,10,1.85,上,10,1.1,上,96.33,789,0,0
2050404,保定市中平工贸有限责任公司,4S店,河北省保定市高开区朝阳北大街1218号,071051,0312-3326722,/,0312-3331394,0312-3331392,0312-3326722,svw0223@163.com,0312-3331392,0312-3326722,115.474304,38.908373,2,1,168,193,98.96,191,/,/,空,/,/,空,/,/,空,/,/,空,89.11,172,1.03,2
2050408,保定轩宇泰鼎汽车销售服务有限公司,4S店,河北省保定市南市区南二环2242号,071000,0312-2090209,/,0312-2126555,0312-2123999,0312-2090209,tingding_xuanyu@163.com,0312-2090218,0312-2090209,115.500405,38.816974,2,1,176,200,97.5,195,/,/,空,/,/,空,/,/,空,/,/,空,90,180,1,2
2050409,高碑店市中平智信汽车销售服务有限责任公司,4S店,河北省保定市高碑店北城办事处解甲营村,074000,0312-2936222,/,0312-2936222,0312-2935222,0312-2936222,gbdshdz@163.com,0312-2935222,0312-2936222,115.858451,39.329327,1,2,677,700,99.28,695,/,/,空,/,/,空,/,/,空,/,/,空,96.71,677,0,0
2050600,承德市通程汽车销售有限公司,4S店,河北省承德市双桥区大石庙镇太平庄村二化厂东南侧,067000,0314-2123061,/,0314-2122915,0314-2123063,0314-2123061,vwjdjd@163.com,0314-2123063,0314-2123061,117.987888,40.895266,3,1,264,276,97.46,269,/,/,空,/,/,空,/,/,空,/,/,空,95.65,264,0,0
2050202,邯郸市誉丰汽车销售有限责任公司,4S店,河北省邯郸市开发区世纪大街1号庞大汽贸园东排1号,056001,0310-5101688,/,0310-5519988,0310-5519199,0310-5101688,jdhandan@163.com,0310-5519199,0310-5101688,114.5394138,36.592864,4,1,325,350,98.28,344,/,/,空,/,/,空,/,/,空,/,/,空,94.57,331,.85,3
2050203,邯郸市隆运汽车销售服务有限公司,4S店,河北省邯郸市邯山区邯磁路北张庄村北,056001,0310-6091488,/,0310-5506800,0310-6091124,0310-6091488,svwhdly@163.com,0310-6091124,0310-6091488,114.470409,36.567764,5,1,552,567,99.47,564,/,/,空,/,/,空,/,/,空,/,/,空,97.35,552,0,0
2050204,武安市金库汽车维修中心,4S店,河北省邯郸市武安市邯武复线光明路北,056300,0310-5615610,/,0310-5175993,0310-5615720,0310-5615610,dzwxz@heinfo.net,0310-5615720,0310-5615610,114.174738,36.713156,5,1,554,575,99.3,571,10,11.11,上,10,7.14,上,10,7.14,上,10,0,空,96.69,556,.17,1
2050205,邯郸恒信众和汽车销售服务有限公司,4S店,河北省邯郸市复兴区复兴路342号,056003,0310-5343555,/,0310-5343888,0310-5343666,0310-5343555,hdshdz@163.com,0310-5343666,0310-5343555,114.462366,36.615025,3,1,281,296,99.32,294,/,/,空,/,/,空,/,/,空,/,/,空,94.93,281,0,0
2050206,邯郸恒信众成汽车销售服务有限公司,4S店,河北省河北省邯郸市丛台区黄粱梦镇丛东村南,056107,0310-5808265,/,0310-5521777,0310-5529666,0310-5808265,svw0255@vip.163.com,0310-5529666,0310-5808265,114.485518,36.677825,2,1,162,179,98.32,176,/,/,空,/,/,空,/,/,空,/,/,空,92.73,166,1.11,2
3050201,涉县金诚汽车修理有限责任公司,直营店,河北省涉县开发区武涉收费站北侧,056000,0310-3856689,/,0310-3856101,0310-3855666,0310-3856689,liuzhilingsx@163.com,0310-3855666,0310-3856689,113.710431,36.585298,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2051101,衡水众鹏汽车销售服务有限责任公司,4S店,河北省衡水市桃城区开发区胜利西路南侧,053000,0318-7179666,/,0318-2181717,0318-2366669,0318-7179666,hengshuizhongpeng@163.com,0318-2366669,0318-7179666,115.645814,37.741714,1,2,713,788,98.85,779,10,1.09,上,10,1.76,上,10,1.32,上,10,1.65,上,92,725,.76,6
2051103,衡水众昌汽车销售服务有限责任公司,4S店,河北省衡水市桃城区中华北大街与永安路交叉口东南角,053000,0318-6878028,/,0318-6879666,0318-6879888,0318-6878028,hengshuizhongchang@163.com,0318-6879888,0318-6878028,115.687199,37.764752,5,1,592,639,98.59,630,10,1.09,上,10,1.76,上,10,1.32,上,9.86,.3,上,92.64,592,0,0
2051003,廊坊市东方华明汽车修理有限公司,4S店,河北省廊坊市广阳区光明东道63号,065000,0316-2028300,/,0316-5941111,0316-2185888,0316-2028300,svw0222@163.com,0316-2185888,0316-2028300,116.7449,39.5192,1,3,1891,1926,99.63,1919,10,0,空,10,0,空,10,0,空,10,0,空,98.49,1897,.15,3
2051004,廊坊市盛德基业汽车销售服务有限公司,4S店,河北省廊坊市安次区南外环南侧、银河南路龙福市场西侧,065000,0316-5893680,/,0316-2019999,0316-5893699,0316-5893680,svw0232@263.net,0316-5893666,0316-5893680,116.689183,39.517663,5,1,567,610,97.7,596,/,/,空,/,/,空,/,/,空,/,/,空,94.26,575,.65,4
2051005,霸州市盛德汽车销售服务有限公司,4S店,河北省廊坊市霸州市华鑫园区,065700,0316-5662559,/,0316-7238888,0316-7863359,0316-5662559,svw0245@263.com,0316-7863359,0316-5662559,116.386413,39.10289,1,2,766,840,96.78,813,10,0,空,10,0,空,10,0,空,10,0,空,92.38,776,.59,5
2051006,廊坊华邦汽车销售服务有限公司,4S店,河北省廊坊市霸州市胜芳镇北廊大路东侧741-1号,065701,/,/,/,/,/,svw0265@163.com,/,/,116.724346,39.097035,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2050802,秦皇岛金友汽车销售服务有限公司,4S店,河北省秦皇岛市经济技术开发区西环北路20号,066004,0335-8508626,/,0335-8507999,0335-8509122,0335-8508626,svwqhd@126.com,0335-8016905,0335-8508626,119.557065,39.941118,5,1,407,422,98.81,417,10,0,空,9.84,.63,下,10,0,空,10,0,空,96.44,407,0,0
2050804,秦皇岛金布汽车销售有限公司,4S店,河北省秦皇岛市海港区东港北路55号,066000,0335-3999373,/,0335-8817777,0335-3999505,0335-3999373,qhdjb888@163.com,0335-8925555,0335-3999373,119.638472,39.982173,5,1,415,442,98.86,437,10,0,空,10,.91,上,10,0,空,10,0,空,94.34,417,.22,1
2050803,秦皇岛四联通合汽车销售服务有限公司,4S店,河北省秦皇岛市经济技术开发区秦皇西大街287号,066000,0335-5326682,/,0335-5322000,0335-5326691,0335-5326682,svw0248@163.com,0335-5326691,0335-5326682,119.495212,39.924955,3,1,222,251,97.6,245,10,0,空,10,.91,上,10,0,空,10,0,空,89.24,224,.39,1
2050701,唐山光辉汽车销售服务有限公司,4S店,河北省唐山市路南区唐柏路58号,063001,0315-2966518,/,0315-2966598,0315-2962968,0315-2966518,yun1022@126.com,0315-2962968,0315-2966518,118.200876,39.595401,5,1,547,572,99.47,569,10,0,空,10,0,空,10,0,空,10,0,空,95.97,549,.17,1
2050702,唐山宝峰汽车销售服务有限公司,4S店,河北省唐山市高新技术开发区高新技术开发区庆南道13号,063020,0315-7872926,/,0315-3858666,0315-3858358,0315-7872926,tksvw0215@163.com,0315-3858358,0315-7872926,118.184547,39.695714,4,1,356,378,99.47,376,/,/,空,/,/,空,/,/,空,/,/,空,94.7,358,.26,1
2050704,唐山交通运输集团嘉盛汽车销售服务有限公司,4S店,河北省唐山市路北区龙泽北路34号,063000,0315-2333292,/,0315-2347316,0315-2333282,0315-2333292,svw0205@126.com,0315-2333282,0315-2333292,118.19457,39.658937,1,1,89,96,97.91,94,/,/,空,/,/,空,/,/,空,/,/,空,92.7,89,0,0
2050707,唐山荣川众德汽车销售服务有限公司,4S店,河北省唐山市高新区老庄子镇瓦房庄村南,063004,0315-6747436,/,0315-5517788,0315-5515533,0315-6747436,svw0243@163.com,0315-5515533,0315-6747436,118.11319,39.676937,5,1,407,470,96.38,453,/,/,空,/,/,空,/,/,空,/,/,空,89.14,419,1.27,6
2050706,唐山庞大泰达汽车销售服务有限公司,4S店,河北省唐山市开平区越河乡罗各庄村西开越路东侧,063002,0315-5253285,/,0315-5251155,0315-5255995,0315-5253285,svwpdtd@163.com,0315-5259005,0315-5253285,118.265528,39.636019,3,2,1027,1088,99.26,1080,10,0,空,10,0,空,10,0,空,10,0,空,95.12,1035,.36,4
2050709,唐山润华汽车贸易有限公司,4S店,河北省唐山市玉田县北外环西出口,064100,0315-6106809,/,0315-6115595,0315-6115591,0315-6106809,svwtsrh@163.com,0315-6115591,0315-6106809,117.732337,39.900428,1,1,3,4,75,3,/,/,空,/,/,空,/,/,空,/,/,空,75,3,0,0
3050701,迁安市东信汽车贸易有限公司,直营店,河北省迁安市丰安大路南段西侧,064400,0315-7171678,/,0315-5675599,0315-7171908,0315-7171678,xiaomin0118@126.com,0315-7171908,0315-7171678,118.686954,40.04044,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3050704,遵化市中信汽车商贸有限公司,直营店,河北省唐山遵化市西三环白房寺村东（朱山对面）,064200,0315-6938085,/,0315-6938085,0315-5208668,0315-6938085,yun1022@126.com,0315-5208668,0315-6938085,117.959225,40.149593,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2050501,张家口海达汽车销售服务有限公司,4S店,河北省张家口市桥东区胜利中路186号,075000,0313-4566686,/,0313-4566388,0313-4566600,0313-4566686,svwzjkbgs@163.com,0313-4566600,0313-4566686,114.911621,40.767969,3,1,212,223,96.86,216,/,/,空,/,/,空,/,/,空,/,/,空,95.96,214,.44,1
2050503,张家口市宣化府宁汽车销售服务有限公司,4S店,河北省张家口市宣化区宣府大街4号,075100,0313-5961119,/,0313-5961000,0313-5961111,0313-5961119,dzxhwxz@163.com,0313-5961111,0313-5961119,115.038467,40.617846,5,1,491,523,97.7,511,10,1.09,上,10,1.76,上,10,1.32,上,10,1.65,上,94.26,493,.19,1
3050501,蔚县庆阳汽车销售服务有限公司,直营店,河北省蔚县代王城镇付家堡村路南,075000,0313-7113699,/,0313-7113866,0313-7113688,0313-7113699,svwyx2008@163.com,0313-7113688,0313-7113699,114.684455,39.89857,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3011004,鄂尔多斯市华丰汽车销售服务有限公司棋盘井分公司,专营店,内蒙古鄂尔多斯市鄂托克旗棋盘井镇泰发祥汽车城2号展厅,016064,0477-6489788,/,0477-6489788,/,0477-6489788,13989773@qq.com,/,0477-6489788,0,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2011001,鄂尔多斯市德力汽车经销服务有限责任公司,4S店,内蒙古鄂尔多斯市东胜区鄂托克西街,017000,0477-8379105,/,0477-8379111,0477-8379222,0477-8379105,cedillac@sohu.com,0477-8379222,0477-8379105,109.978193,39.826994,5,1,449,474,98.52,467,/,/,空,/,/,空,/,/,空,/,/,空,94.72,449,0,0
2011002,鄂尔多斯市华丰汽车销售服务有限公司,4S店,内蒙古鄂尔多斯市东胜区铜川汽车博览园团结中路南,017000,0477-8115099,/,0477-8115111,0477-8115123,0477-8115099,svw2011002@163.com,0477-8115123,0477-8115099,110.107027,39.798562,5,1,575,600,97.5,585,/,/,空,/,/,空,/,/,空,/,/,空,95.83,575,0,0
3011003,乌审旗芝丰汽车销售服务有限公司,4S店,内蒙古鄂尔多斯市乌审旗嘎鲁图镇汽配物流园区,343000,0477-3804778,/,0477-3804778,/,0477-3804778,wangst5777@163.com,0477-3804778,0477-3804778,108.848578,38.603926,/,/,-1,3,66.66,2,/,/,空,/,/,空,/,/,空,/,/,空,33.33,1,33.33,1
3011001,鄂尔多斯市德力汽车经销服务有限责任公司准格尔分公司,直营店,内蒙古鄂尔多斯市准格尔旗薛家湾镇一号公路西侧20院,022450,0477-4220997,/,0477-4220997,/,0477-4220997,/,/,0477-4220997,111.243073,39.871206,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3011002,鄂尔多斯市德力汽车经销服务有限责任公司达拉特旗分公司,直营店,内蒙古鄂尔多斯市达拉特旗树林召镇开发区新园街北210国道西侧日择丰成汽车城,014300,0477-5290777,/,0477-5294999,/,0477-5290777,dq0477@126.com,/,0477-5290777,110.035355,40.409834,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3010801,二连浩特市利丰汽车销售服务有限公司,专营店,内蒙古二连浩特市前进路与察哈尔大街交叉口北,011100,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2010802,锡林郭勒盟利丰泰裕汽车服务有限公司,4S店,内蒙古锡林浩特市经济开发区利丰汽车园区,026000,0479-6919155,/,/,/,0479-6919155,chaogetu@nmlf.com.cn,/,0479-6919155,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
3011101,乌拉特前旗利信汽车有限责任公司,专营店,内蒙古巴彦淖尔市乌拉特前旗乌拉山镇110国道孔家大院南,144000,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2011103,巴彦淖尔市金海汽车销售服务有限公司,4S店,内蒙古巴彦淖尔市临河区保税物流园区,015000,0478-8616885,/,0478-8616888,0478-8616997,0478-8616885,ch_nmg@163.com,0478-8616999,0478-8616885,107.562185,40.866016,2,1,119,130,96.15,125,/,/,空,/,/,空,/,/,空,/,/,空,93.07,121,.76,1
2010201,包头市东信德茂汽车销售服务有限公司,4S店,内蒙古包头市稀土开发区幸福南路55号,014030,0472-5137788,/,0472-5181988,0472-5162999,0472-5137788,svw0309@sohu.com,0472-5181988,0472-5137788,109.873475,40.634567,5,1,453,476,97.89,466,10,0,空,10,2.27,上,10,0,空,10,0,空,95.16,453,0,0
2010203,包头华源众诚汽车销售服务有限公司,4S店,内蒙古包头市青山区110国道664公里处,014035,0472-3139413,/,0472-3139000,0472-3139165,0472-3139413,svw0302@public.hh.nm.cn,0472-3139465,0472-3139413,109.959289,40.654685,5,1,464,513,96.68,496,10,0,空,9.33,4.54,下,10,0,空,10,0,空,91.22,468,.38,2
2010205,包头市东信意茂汽车销售服务有限公司,4S店,内蒙古包头市昆都伦区民族东路与文化路交汇处,137400,0472-6168292,/,0472-6166116,15004722120,0472-6168292,dxymvw001@163.com,0472-6168282,0472-6168292,109.849367,40.656978,2,1,182,196,98.97,194,/,/,空,/,/,空,/,/,空,/,/,空,93.87,184,.51,1
2010400,赤峰冀腾汽车贸易有限公司 ,4S店,内蒙古赤峰市红山区桥北物流园区朝阳路66号,024000,0476-8772918,/,0476-8772968,0476-8770921,0476-8772918,chifengjiteng@sina.com,0476-8770921,0476-8772918,118.947771,42.320389,3,1,212,252,95.63,241,/,/,空,/,/,空,/,/,空,/,/,空,87.3,220,1.58,4
2010402,内蒙古新秦和汽车贸易有限公司,4S店,内蒙古自治区赤峰市红山区南外环路中段,024000,0476-8339333,/,0476-8371111,0476-8337222,0476-8339333,xinqinhesvw@163.com,0476-8337111,0476-8339333,118.979993,42.265892,4,1,386,406,99.26,403,10,.96,上,10,1.94,上,10,2.94,上,10,1.94,上,95.07,386,0,0
2010403,赤峰众汇汽车贸易有限公司,4S店,内蒙古自治区赤峰市喀喇沁旗和美建材城20#1、2、3大厅,024000,0476-8772504,/,/,/,0476-8772504,704627798@qq.com,/,0476-8772504,118.88103,42.23517,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2010100,内蒙古利丰泰裕汽车服务有限公司,4S店,内蒙古呼和浩特市回民区海拉尔西街利丰汽车文化广场,010050,0471-3388151,/,0471-3388150,0471-3388146,0471-3388151,svw2010100@163.com,0471-3388145,0471-3388151,111.6130036,40.8221571,1,2,789,851,97.53,830,9.9,.04,下,9.8,.09,下,9.7,.14,下,9.8,.09,下,94.12,801,.7,6
2010101,内蒙古恒茂汽车销售服务有限公司,4S店,内蒙古呼和浩特市土默特左旗金川开发区金川管委会东侧,010080,0471-6241530,/,0471-4611420,0471-4611971,0471-6241530,hmsqjk@sina.com,0471-4611971,0471-6241530,111.574362,40.807469,2,1,194,223,96.86,216,/,/,空,/,/,空,/,/,空,/,/,空,90.58,202,1.79,4
2010105,呼和浩特市坤德汽车销售有限公司,4S店,内蒙古呼和浩特市赛罕区白塔空港物流园区上海大众4S店,010070,0471-3819000,/,0471-3819000,0471-3819955,0471-3819000,svw3200@163.com,0471-3819955,0471-3819000,111.818601,40.875508,3,1,299,314,98.4,309,10,.96,上,10,1.94,上,10,2.94,上,10,1.94,上,96.49,303,.63,2
2010900,呼伦贝尔冀海汽车贸易有限公司,4S店,内蒙古呼伦贝尔市海拉尔区建设路以西,021008,0470-8578986,/,0470-8578966,0470-8578999,0470-8578986,svw2010900@vip.163.com,0470-8578998,0470-8578986,119.780756,49.248748,2,1,121,131,94.65,124,/,/,空,/,/,空,/,/,空,/,/,空,92.36,121,0,0
2010901,呼伦贝尔市利丰泰坤汽车销售有限责任公司,4S店,内蒙古呼伦贝尔市鄂温克旗海伊公路东侧,021100,0470-8819139,/,/,/,0470-8819139,wangxuehua@nmlf.com.cn,/,0470-8819139,119.765745,49.211575,1,1,2,3,100,3,/,/,空,/,/,空,/,/,空,/,/,空,66.66,2,0,0
2010501,通辽市蒙伟小汽车销售服务有限公司,4S店,内蒙古通辽市科尔沁区河西瑞丰物流园,028000,0475-8623997,/,0475-8623999,0475-8623995,0475-8623997,zmtmmvc@public.nm.cninfo.net,0475-8623993,0475-8623997,122.227993,43.65844,4,1,354,375,98.66,370,/,/,空,/,/,空,/,/,空,/,/,空,95.46,358,.53,2
2010301,乌海市庞大冀顺汽车销售服务有限公司,4S店,内蒙古乌海市海勃湾区沃野路与林荫大道交叉口,016000,0473-3018963,/,0473-2885999,0473-3018999,0473-3018963,15027559666@139.com,0473-3018999,0473-3018963,106.846543,39.706081,1,1,94,96,98.95,95,/,/,空,/,/,空,/,/,空,/,/,空,97.91,94,0,0
2010701,内蒙古国尊汽车股份有限公司,4S店,内蒙古乌兰察布市新区车管所西十字路口南行约100米路东,012000,0474-3681396,/,0474-3687777,0474-3681395,0474-3681396,nmggzqc@sina.com,0474-3687111,0474-3681396,113.132585,40.994786,1,1,24,30,93.33,28,/,/,空,/,/,空,/,/,空,/,/,空,86.66,26,3.33,1
3010701,乌兰察布市历洲机电设备有限公司,直营店,内蒙古乌兰察布市集宁区察哈尔工业园区利丰汽车城院内,012000,0474-3606669,/,0474-3606669,/,0474-3606669,wlcbjdgs@163.com,0474-3608111,0474-3606669,113.130521,40.969289,1,1,3,4,100,4,/,/,空,/,/,空,/,/,空,/,/,空,75,3,0,0
2011300,兴安盟利丰泰裕汽车服务有限公司,4S店,内蒙古兴安盟乌兰浩特市蒙都物流园区西侧,137400,0482-8390999,/,0482-8515077,0482-8515063,0482-8390999,SVW0324@163.com,0482-8515063,0482-8390999,122.022036,46.104507,2,1,114,125,97.6,122,/,/,空,/,/,空,/,/,空,/,/,空,91.2,114,0,0
3011202,内蒙古星辉汽车有限公司,4S店,内蒙古阿拉善盟阿拉善左旗汽车博览园B区,750300,0483-8581811,/,/,/,0483-8581811,svw_xinghui4s@sina.com,/,0483-8581811,105.666293,38.833411,1,1,2,2,100,2,/,/,空,/,/,空,/,/,空,/,/,空,100,2,0,0
3250303,淄博世纪蓝天汽车销售服务有限公司沂源分公司,直营店,山东省沂源县涝坡河村鲁山路以北,256100,0533-3169979,/,0533-3232005,0533-3232001,0533-3169979,Vw3250303@126.com,0533-3232001,0533-3169979,118.203528,36.201649,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/
2250302,淄博世纪蓝天汽车销售服务有限公司,4S店,山东省淄博市张店区中心路176-2号,255000,0533-3173519,/,0533-3169968,0533-3169991,0533-3173519,vw2250302@126.com,0533-3169991,0533-3173519,118.075235,36.832691,3,1,250,270,98.51,266,/,/,空,/,/,空,/,/,空,/,/,空,93.33,252,.37,1
2250305,淄博英华汽车销售服务有限公司,4S店,山东省淄博市张店区山泉路63号,255067,0533-2711722,/,0533-6207779,0533-2711722,0533-2711722,sdzqh188@163.com,0533-2711722,0533-2711722,118.049442,36.783881,4,1,345,375,97.6,366,10,0,空,9.14,5.22,下,9.42,3.44,下,9.42,3.44,下,93.06,349,.53,2
2250304,淄博市临淄荟源汽车销售有限公司,4S店,山东省淄博市临淄区人民路南侧西高村北,255400,0533-7360399,/,0533-7360677,0533-7360677,0533-7360399,SVW1452@YEAH.NET,0533-7360799,0533-7360399,36.831268,36.831268,5,1,495,532,98.68,525,10,0,空,10,3.65,上,10,2.4,上,10,2.4,上,94.54,503,.75,4
